Date,Close
4/21/2021 16:00:00,374.09
4/22/2021 16:00:00,371.26
4/23/2021 16:00:00,373.28
4/26/2021 16:00:00,368.52
4/27/2021 16:00:00,370.21
4/28/2021 16:00:00,369.59
4/29/2021 16:00:00,373.54
4/30/2021 16:00:00,372.09
5/3/2021 16:00:00,379.32
5/4/2021 16:00:00,375.29
5/5/2021 16:00:00,372.5
5/6/2021 16:00:00,382.76
5/7/2021 16:00:00,384.32
5/10/2021 16:00:00,381.48
5/11/2021 16:00:00,378.18
5/12/2021 16:00:00,372.2
5/13/2021 16:00:00,379.53
5/14/2021 16:00:00,384.42
5/17/2021 16:00:00,383.96
5/18/2021 16:00:00,382.81
5/19/2021 16:00:00,379.66
5/20/2021 16:00:00,383.58
5/21/2021 16:00:00,380.72
5/24/2021 16:00:00,383.45
5/25/2021 16:00:00,385.38
5/26/2021 16:00:00,385.62
5/27/2021 16:00:00,387.5
5/28/2021 16:00:00,378.27
6/1/2021 16:00:00,378.23
6/2/2021 16:00:00,380.59
6/3/2021 16:00:00,383.87
6/4/2021 16:00:00,387.52
6/7/2021 16:00:00,380.4
6/8/2021 16:00:00,379.7
6/9/2021 16:00:00,379.96
6/10/2021 16:00:00,383.01
6/11/2021 16:00:00,381.83
6/14/2021 16:00:00,383.76
6/15/2021 16:00:00,383.91
6/16/2021 16:00:00,379.41
6/17/2021 16:00:00,384.75
6/18/2021 16:00:00,380.88
6/21/2021 16:00:00,386.8
6/22/2021 16:00:00,392.18
6/23/2021 16:00:00,391.97
6/24/2021 16:00:00,392.07
6/25/2021 16:00:00,394.51
6/28/2021 16:00:00,396.54
6/29/2021 16:00:00,398.79
6/30/2021 16:00:00,395.67
7/1/2021 16:00:00,394.53
7/2/2021 16:00:00,398.94
7/6/2021 16:00:00,398.86
7/7/2021 16:00:00,404.68
7/8/2021 16:00:00,407.15
7/9/2021 16:00:00,412.37
7/12/2021 16:00:00,407.88
7/13/2021 16:00:00,407.06
7/14/2021 16:00:00,409.95
7/15/2021 16:00:00,411.82
7/16/2021 16:00:00,410.37
7/19/2021 16:00:00,414.15
7/20/2021 16:00:00,416.24
7/21/2021 16:00:00,415.01
7/22/2021 16:00:00,417.54
7/23/2021 16:00:00,423.43
7/26/2021 16:00:00,423.23
7/27/2021 16:00:00,424.34
7/28/2021 16:00:00,422.22
7/29/2021 16:00:00,425.28
7/30/2021 16:00:00,429.72
8/2/2021 16:00:00,428.92
8/3/2021 16:00:00,435.07
8/4/2021 16:00:00,435.04
8/5/2021 16:00:00,443.19
8/6/2021 16:00:00,439.63
8/9/2021 16:00:00,440.47
8/10/2021 16:00:00,443.03
8/11/2021 16:00:00,444.3
8/12/2021 16:00:00,445.36
8/13/2021 16:00:00,447.82
8/16/2021 16:00:00,452.86
8/17/2021 16:00:00,452.34
8/18/2021 16:00:00,446.21
8/19/2021 16:00:00,454.26
8/20/2021 16:00:00,458.99
8/23/2021 16:00:00,454.93
8/24/2021 16:00:00,451.79
8/25/2021 16:00:00,451.23
8/26/2021 16:00:00,449.31
8/27/2021 16:00:00,450.34
8/30/2021 16:00:00,455.93
8/31/2021 16:00:00,455.49
9/1/2021 16:00:00,456.52
9/2/2021 16:00:00,460.97
9/3/2021 16:00:00,462.55
9/7/2021 16:00:00,459.6
9/8/2021 16:00:00,465.7
9/9/2021 16:00:00,465.94
9/10/2021 16:00:00,465.16
9/13/2021 16:00:00,459.66
9/14/2021 16:00:00,458.41
9/15/2021 16:00:00,460.73
9/16/2021 16:00:00,463.31
9/17/2021 16:00:00,459.51
9/20/2021 16:00:00,451.14
9/21/2021 16:00:00,452.11
9/22/2021 16:00:00,452.33
9/23/2021 16:00:00,452.78
9/24/2021 16:00:00,467.75
