Date,Close
9/28/2020 16:00:00,349.62
9/29/2020 16:00:00,352.14
9/30/2020 16:00:00,355
10/1/2020 16:00:00,358.46
10/2/2020 16:00:00,355.01
10/5/2020 16:00:00,358.58
10/6/2020 16:00:00,358.35
10/7/2020 16:00:00,363.02
10/8/2020 16:00:00,365.09
10/9/2020 16:00:00,369.46
10/12/2020 16:00:00,376.48
10/13/2020 16:00:00,380.68
10/14/2020 16:00:00,378.34
10/15/2020 16:00:00,376.58
10/16/2020 16:00:00,381.54
10/19/2020 16:00:00,375.56
10/20/2020 16:00:00,378.31
10/21/2020 16:00:00,377.82
10/22/2020 16:00:00,375.75
10/23/2020 16:00:00,374.6
10/26/2020 16:00:00,370.71
10/27/2020 16:00:00,372.72
10/28/2020 16:00:00,364.96
10/29/2020 16:00:00,364.86
10/30/2020 16:00:00,357.62
11/2/2020 16:00:00,364.39
11/3/2020 16:00:00,371.96
11/4/2020 16:00:00,376.17
11/5/2020 16:00:00,385.23
11/6/2020 16:00:00,385.66
11/9/2020 16:00:00,365
11/10/2020 16:00:00,366.62
11/11/2020 16:00:00,372.92
11/12/2020 16:00:00,375.71
11/13/2020 16:00:00,378.84
11/16/2020 16:00:00,379.79
11/17/2020 16:00:00,381.92
11/18/2020 16:00:00,382.23
11/19/2020 16:00:00,383.54
11/20/2020 16:00:00,381.12
11/23/2020 16:00:00,381.71
11/24/2020 16:00:00,384.22
11/25/2020 16:00:00,387.75
11/27/2020 13:00:00,388.39
11/30/2020 16:00:00,391.77
12/1/2020 16:00:00,387.56
12/2/2020 16:00:00,383.5
12/3/2020 16:00:00,374.05
12/4/2020 16:00:00,373.43
12/7/2020 16:00:00,373.33
12/8/2020 16:00:00,377.6
12/9/2020 16:00:00,374.29
12/10/2020 16:00:00,372.79
12/11/2020 16:00:00,375.1
12/14/2020 16:00:00,374.38
12/15/2020 16:00:00,371.88
12/16/2020 16:00:00,369.44
12/17/2020 16:00:00,370.29
12/18/2020 16:00:00,367
12/21/2020 16:00:00,364.97
12/22/2020 16:00:00,362.03
12/23/2020 16:00:00,361.89
12/24/2020 13:00:00,364.58
12/28/2020 16:00:00,371.06
12/29/2020 16:00:00,372.72
12/30/2020 16:00:00,374.45
12/31/2020 16:00:00,376.78
1/4/2021 16:00:00,380.15
1/5/2021 16:00:00,375.74
1/6/2021 16:00:00,370.02
1/7/2021 16:00:00,367.92
1/8/2021 16:00:00,369.94
1/11/2021 16:00:00,364.01
1/12/2021 16:00:00,364.2
1/13/2021 16:00:00,366.95
1/14/2021 16:00:00,362.35
1/15/2021 16:00:00,362.16
1/19/2021 16:00:00,354.47
1/20/2021 16:00:00,361.3
1/21/2021 16:00:00,362.8
1/22/2021 16:00:00,362.3
1/25/2021 16:00:00,361.88
1/26/2021 16:00:00,364.98
1/27/2021 16:00:00,356.39
1/28/2021 16:00:00,357.06
1/29/2021 16:00:00,352.43
2/1/2021 16:00:00,350.52
2/2/2021 16:00:00,355.58
2/3/2021 16:00:00,355.21
2/4/2021 16:00:00,355.85
2/5/2021 16:00:00,355.17
2/8/2021 16:00:00,359.83
2/9/2021 16:00:00,359.56
2/10/2021 16:00:00,356.12
2/11/2021 16:00:00,352.2
2/12/2021 16:00:00,352.75
2/16/2021 16:00:00,354
2/17/2021 16:00:00,358.04
2/18/2021 16:00:00,356.92
2/19/2021 16:00:00,354.77
2/22/2021 16:00:00,350.21
2/23/2021 16:00:00,342.15
2/24/2021 16:00:00,340.7
2/25/2021 16:00:00,333.9
2/26/2021 16:00:00,331
3/1/2021 16:00:00,331.77
3/2/2021 16:00:00,328.46
3/3/2021 16:00:00,323.92
3/4/2021 16:00:00,319.04
3/5/2021 16:00:00,317.32
3/8/2021 16:00:00,311.42
3/9/2021 16:00:00,318.78
3/10/2021 16:00:00,323.83
3/11/2021 16:00:00,328.65
3/12/2021 16:00:00,331.14
3/15/2021 16:00:00,330.51
3/16/2021 16:00:00,327.25
3/17/2021 16:00:00,329.19
3/18/2021 16:00:00,322.98
3/19/2021 16:00:00,328.91
3/22/2021 16:00:00,334.49
3/23/2021 16:00:00,340.34
3/24/2021 16:00:00,338.04
3/25/2021 16:00:00,346.34
3/26/2021 16:00:00,352.02
3/29/2021 16:00:00,356.15
3/30/2021 16:00:00,349.75
3/31/2021 16:00:00,352.48
4/1/2021 16:00:00,354.94
4/5/2021 16:00:00,360.82
4/6/2021 16:00:00,360.12
4/7/2021 16:00:00,358.81
4/8/2021 16:00:00,361.22
4/9/2021 16:00:00,363.21
4/12/2021 16:00:00,364.81
4/13/2021 16:00:00,365.21
4/14/2021 16:00:00,363.17
4/15/2021 16:00:00,368.8
4/16/2021 16:00:00,370.72
4/19/2021 16:00:00,369.55
4/20/2021 16:00:00,371.73
