Date,Close
5/18/2021 16:00:00,2303.43
5/19/2021 16:00:00,2308.71
5/20/2021 16:00:00,2356.09
5/21/2021 16:00:00,2345.1
5/24/2021 16:00:00,2406.67
5/25/2021 16:00:00,2409.07
5/26/2021 16:00:00,2433.53
5/27/2021 16:00:00,2402.51
5/28/2021 16:00:00,2411.56
6/1/2021 16:00:00,2429.81
6/2/2021 16:00:00,2421.28
6/3/2021 16:00:00,2404.61
6/4/2021 16:00:00,2451.76
6/7/2021 16:00:00,2466.09
6/8/2021 16:00:00,2482.85
6/9/2021 16:00:00,2491.4
6/10/2021 16:00:00,2521.6
6/11/2021 16:00:00,2513.93
6/14/2021 16:00:00,2527.04
6/15/2021 16:00:00,2520.66
6/16/2021 16:00:00,2513.93
6/17/2021 16:00:00,2527.42
6/18/2021 16:00:00,2511.35
6/21/2021 16:00:00,2529.1
6/22/2021 16:00:00,2539.99
6/23/2021 16:00:00,2529.23
6/24/2021 16:00:00,2545.64
6/25/2021 16:00:00,2539.9
6/28/2021 16:00:00,2536.39
6/29/2021 16:00:00,2520.37
6/30/2021 16:00:00,2506.32
7/1/2021 16:00:00,2527.37
7/2/2021 16:00:00,2574.38
7/6/2021 16:00:00,2595.42
7/7/2021 16:00:00,2601.55
7/8/2021 16:00:00,2583.54
7/9/2021 16:00:00,2591.49
7/12/2021 16:00:00,2611.28
7/13/2021 16:00:00,2619.89
7/14/2021 16:00:00,2641.65
7/15/2021 16:00:00,2625.33
7/16/2021 16:00:00,2636.91
7/19/2021 16:00:00,2585.08
7/20/2021 16:00:00,2622.03
7/21/2021 16:00:00,2652.01
7/22/2021 16:00:00,2666.57
7/23/2021 16:00:00,2756.32
7/26/2021 16:00:00,2792.89
7/27/2021 16:00:00,2735.93
7/28/2021 16:00:00,2727.63
7/29/2021 16:00:00,2730.81
7/30/2021 16:00:00,2704.42
8/2/2021 16:00:00,2719.79
8/3/2021 16:00:00,2725.6
8/4/2021 16:00:00,2720.57
8/5/2021 16:00:00,2738.8
8/6/2021 16:00:00,2740.72
8/9/2021 16:00:00,2760.04
8/10/2021 16:00:00,2761.93
8/11/2021 16:00:00,2753.79
8/12/2021 16:00:00,2767.79
8/13/2021 16:00:00,2768.12
8/16/2021 16:00:00,2778.32
8/17/2021 16:00:00,2746.01
8/18/2021 16:00:00,2731.4
8/19/2021 16:00:00,2738.27
8/20/2021 16:00:00,2768.74
8/23/2021 16:00:00,2821.99
8/24/2021 16:00:00,2847.97
8/25/2021 16:00:00,2859
8/26/2021 16:00:00,2842.46
8/27/2021 16:00:00,2891.01
8/30/2021 16:00:00,2909.39
8/31/2021 16:00:00,2909.24
9/1/2021 16:00:00,2916.84
9/2/2021 16:00:00,2884.38
9/3/2021 16:00:00,2895.5
9/7/2021 16:00:00,2910.38
9/8/2021 16:00:00,2897.67
9/9/2021 16:00:00,2898.27
9/10/2021 16:00:00,2838.42
9/13/2021 16:00:00,2869.3
9/14/2021 16:00:00,2868.12
9/15/2021 16:00:00,2904.12
9/16/2021 16:00:00,2887.47
9/17/2021 16:00:00,2829.27
9/20/2021 16:00:00,2780.34
9/21/2021 16:00:00,2792.93
9/22/2021 16:00:00,2818.77
9/23/2021 16:00:00,2836.53
9/24/2021 16:00:00,2852.66
